-2.285625843512096722e+01	-2.213312384038981762e+01	2.850320823209818499e+00
-2.341514933293226974e+01	-2.272677845739263702e+01	1.350621027381009087e+00
-2.551555791749406055e+01	-2.389989672838317958e+01	2.831204672547286361e+00
-2.659568065390709890e+01	-1.794838540779160496e+01	4.398648550279260050e+00
-2.751183301936700332e+01	-1.764188020575205229e+01	3.917682262290450357e+00
1.567721592061421632e+01	-7.193172709592913883e+00	4.065230609369819170e+00
-2.988140484921729723e+01	-8.413555367889845371e+00	-1.883988573019218293e+00
-2.964995285914327283e+01	-1.444005251010365676e+01	4.897867085376421237e+00
9.888040513130903264e+00	-2.489398226472820141e+01	1.073015753021571683e+01
2.028157561490714134e+00	-1.823398688248717647e+01	4.044616961014772194e+00
-8.607625808853704541e+00	9.185406453396195436e-01	1.475113567679100868e+01
2.747180885292152652e+00	-2.457150194290074552e+01	8.042743940814569115e+00
-7.456188147676311218e+00	-5.641304284350944220e-01	1.344663247424679930e+01
-8.500552331655711669e+00	-4.856000082237912352e-01	1.410041091718869133e+01
-1.787025968237135132e+01	1.227388847269276262e+01	-1.123961242981240005e+01
1.394523020598353469e+01	8.847885380893840690e+00	1.645965811628614262e+01
1.172638470438502445e+01	-1.664179963793728012e+00	8.187553534412106870e+00
1.899723898511138387e+01	2.186664954207444467e+01	6.700605522197956354e+00
1.134598420938061203e+01	1.552415800670467050e+01	1.220722924926156772e+01
1.731854183867478625e+01	1.536692350532806906e+01	6.707855133849420781e+00
1.533095470170250607e+01	9.457336195957907421e+00	1.509108863988047133e+01
1.204290508059423459e+01	1.483144773547848061e+01	1.312328898812460665e+01
-2.425677083593755778e+00	6.862130617819988565e+00	1.591054976811486732e+01
-2.266551218400563616e+00	1.707057574400072664e+00	1.807245024889940765e+01
8.080224915882412873e+00	-1.795015791320782839e+01	9.069181040197844546e-01
1.083085642803612991e+01	-1.247523085893420891e+01	1.027536176841509530e+01
1.608865174714973634e+01	-2.173124242436658804e+01	9.979729711350847410e+00
1.641855814903417965e+01	1.131340167583602607e+01	1.238811766449969554e+01
1.991741841923873579e+01	-5.163165133376127258e+00	-1.174126084749570076e+01
1.173181729116774719e+01	-2.270848683126264334e+01	9.811066384784128402e+00
5.152803148288521484e+00	-1.935812589682124241e+01	1.578957682117714789e+01
3.877816848728391275e+00	-2.409706018916999071e+01	6.801112880415231210e+00
5.249220608398924348e+00	-1.991103045872423749e+01	1.681001682622424198e+01
1.197497412967160280e+00	1.563806169896277432e+01	8.499735932913997649e-01
3.345504076671138360e+00	-2.181461287572583885e+01	8.406212056981397396e+00
1.032861776114208752e+01	-2.274453952771688847e+01	9.712173054047820386e+00
1.960129349594395620e+01	1.752844765248311987e+01	-1.017591783564392216e+01
-4.113633653377579691e+00	2.192137843394692709e+01	5.314783975947226402e+00
-1.260417600316750786e+01	1.404431830510012169e+01	1.085064575699131950e+00
1.600429540567395037e+01	-8.704337053586227668e+00	3.744181065240098860e+00
1.367890082117889428e+01	-2.277137055329868076e+01	-3.314388563488335215e+00
8.577707955082784608e+00	-2.155691564698502560e+01	8.827085307924862789e+00
2.127915905518688788e+01	-3.873580554084449457e+00	-1.326208897549188137e+01
